Doc_names,Specializations,Qualifications,Experiences,Reviews,Fees
Dr. Maahin Rizwan,Psychiatrist,"M.B.B.S., F.C.P.S. (Psychiatrist)",Year 6,456,4000
Dr. Muhammad Haris Burki,"Sexologist, Male Sexual Health Specialist, Psychiatrist","MBBS, WPA CME Psych,  Ph. D (Sexology), FECSM Sexual Medicine (Holland)",Year 6,456,4000
Dr. Saima Batool,Psychiatrist,"M.B.B.S., F.C.P.S.(Psychiatry)",Year 40,34,3000
Dr. Ahsan Tariq Dogar,"Psychiatrist, Counselor","MBBS, MCPS (Psychiatry)",Year 40,34,3000
Dr. Muhammad Imran Afzal,Psychiatrist,"MBBS, DPM",Year 31,34,3000
Dr. Ghulam Hassan,Psychiatrist,"MBBS, FCPS (Psychiatry)",Year 31,853,3000
Dr. Sibtain Junaid Hanif,Psychiatrist,"M.B.B.S., DPM",Year 15,853,3500
Dr. Raja Tariq Mahmood,"Psychiatrist, Counselor","MBBS, MCPS (Psychiatry), Dip. in Psychological Medicine",Year 15,853,3500
Dr. Zainab Mahmood,Psychiatrist,"M.B.B.S.	, F.C.P.S. (Psychiatry)",Year 5,956,3500
Dr. Roop Kiran,Psychiatrist,"MBBS, FCPS (Psychiatry)",Year 5,956,3500
Assist. Prof. Lt. Col. Zarrar Akbar Chaudhry,"Psychiatrist, Counselor","M.B.B.S., F.C.P.S. (Psychiatry)",Year 12,956,3000
Dr. Mariam Iftikhar,Psychiatrist,"M.B.B.S., F.C.P.S. (Psychiatry)",Year 12,5,3000
Assoc. Prof. Dr. Rizwan Farooq,Psychiatrist,"MBBS (Pb),  M.D (Psychiatry)",Year 16,5,5000
Dr. Ijaz Ahmed Warraich,Psychiatrist,"M.B.B.S., M.C.P.S, M.D.",Year 16,5,5000
Assoc. Prof. Dr. Nauman Mazhar,Psychiatrist,"MBBS, FCPS ( Psychiatry), MD (Psychiatry), Certificate in Medical Teaching (CMT)",Year 22,637,3000
Dr. Huma Aslam,Psychiatrist,"MBBS, MCPS (Psy)",Year 22,637,3000
Assist. Prof. Dr. Ali Anjum,Psychiatrist,"MBBS, FCPS (Psychiatry), DCP (Ireland)",Year 9,637,3000
Brig. (RETD) Dr. Shahzad Rauf,Psychiatrist,"MBBS, FCPS (Psychiatry), Diploma in Psychiatry",Year 9,25,3000
Dr. Muhammad Zubair Tabish,Psychiatrist,"MBBS, FCPS (Psychiatry)",Year 30,25,3000
Dr. Nadia Haroon,Psychiatrist,"M.B.B.S., F.C.P.S. (Psychiatry)",Year 30,25,3000
Dr. Fatima Bukharie,Psychiatrist,"M.B.B.S, F.C.P.S (Psychiatry)",Year 16,76,3000
Dr. Mehvish Sarwar,Psychiatrist,"MBBS, Dip. in Psychiatry, Dip. in Mental Health Sciences",Year 16,76,3000
Assoc. Prof. Dr. Syed Azhar Ali Kazmi,Psychiatrist,"FCPS (Psychiatry), MBBS",Year 14,76,3500
Dr. Sameera Naveed,Psychiatrist,"MBBS, MCPS (Psychiatry)",Year 14,162,3500
Prof. Brig (R). Dr. Shahid Rashid,Psychiatrist,"MBBS, FCPS (Psychiatry)",Year 30,162,2000
Dr. Arooj Fatima,Psychiatrist,"MBBS, MD (Psychiatry)",Year 30,162,2000
Dr. Maryam Ayub,Psychiatrist,"MBBS, FCPS (Psych), MRCPsych (UK), CHPE (BMU)",Year 18,920,3500
Dr. Irum Aamer,Psychiatrist,"MBBS, FCPS (Psychiatry)",Year 18,920,3500
Assist. Prof. Dr. Syed Zahid Qutab,Psychiatrist,"M.B.B.S., F.C.P.S.",Year 6,920,6000
Dr. Saqib Bajwa,Psychiatrist,"MBBS, FCPS (Psychiatry)",Year 6,93,6000
Dr. Zahid Imran,Psychiatrist,"MBBS, MD (Psychiatry)",Year 41,93,7000
Dr. Hadia Afzal,Psychiatrist,"MBBS, FCPS Psychiatry",Year 41,93,7000
Prof. Dr. Muhammad Ismail Tariq,Psychiatrist,"MBBS, FCPS (Psychiatry), MCPS (Psychiatry), DPM (Psychological Medicine)",Year 11,2533,4000
Dr. Hafiz Imtiaz Afzal,Psychiatrist,"M.B.B.S., F.C.P.S. (Psychiatrist )",Year 11,2533,4000
Dr. Fatima Saleem,Psychiatrist,"M.B.B.S., F.C.P.S.",Year 8,2533,4000
Dr. Nadeem Akhtar,Psychiatrist,"MBBS, FCPS (Psychiatry), CHPE(BMU)",Year 8,101,4000
Dr. Nyla Shafiq Chaudhry,Psychiatrist,"MBBS, MCPS (Psychiatry), DMP, MD (USA)",Year 23,101,4000
Dr. Saman Yousuf,Psychiatrist,"MBBS, FCPS (Psychiatry)",Year 23,101,4000
Dr. Nisar Hussain,Psychiatrist,"M.B.B.S, Dip. In Child Health, Dip. In Psychiatry.",Year 10,736,3000
Dr. Kanza Hamid,Psychiatrist,"M.B.B.S, F.C.P.S (psychiatry)",Year 10,736,3000
Dr. Naseem Mahmood Chaudhary,Psychiatrist,"MBBS, Diplomate American Board of Psychiatry and Neurology, M.D",Year 9,736,2000
Dr. Junaid Rasool,Psychiatrist,"MBBS, FCPS",Year 9,798,2000
Assoc. Prof. Dr. Aysha Butt,Psychiatrist,"M.B.B.S., F.C.P.S. (Psychiatry)",Year 20,798,2500
Dr. Aafia Malik,Psychiatrist,"BSc, MBBS, FCPS (Psychiatry)",Year 20,798,2500
Dr. Aneel Shafi,Psychiatrist,"MBBS, FCPS (Psychiatry)",Year 17,41,2500
Prof. Dr. Khalid Umar Gill,Psychiatrist,"M.B.B.S., MRCPsych (London), FRCPsych (London), DCPsych (Ireland), DPM (Dublin), DMH(Belfast)",Year 17,41,2500
Dr. Raheel Aziz,Psychiatrist,"M.B.B.S, MRCPsych",Year 15,41,3000
Dr. Abad Ahmad,Psychiatrist,"MBBS, FAPA",Year 15,144,3000
Dr. Shahbaz Noor,Psychiatrist,"MBBS, MRCP",Year 12,144,3500
Asst. Prof. Dr. M. A. Awab Sarwar,Psychiatrist,"MBBS, MRCPsych (UK), FCPS (Psychiatry), Member American Academy of Addiction Psychiatrists (USA), Advanced training in General & Child Psychiatry (Ireland), Specialty training in General and Addiction Psychiatry",Year 12,144,3500
Dr. Javaid Sultan,Psychiatrist,"M.B.B.S., Diploma in Clinical Psychiatry (DIC), MRCP (Psychiatry) , FRCP (Psychiatry)",Year 30,977,2500
Dr. Noman Amjad,Psychiatrist,"M.B.B.S., F.C.P.S. (Psychiatry)",Year 30,977,2500
Dr. Aisha Chaudhry,Psychiatrist,"M.B.B.S., F.C.P.S.",Year 4,977,3000
Dr. Ahmad Rehan Khan,Psychiatrist,"M.B.B.S, M.D (USA), DABPN (Eligible Consultant)",Year 4,32,3000
Dr. Syed Faraz Zafar,Psychiatrist,"M.B.B.S., MRC Psych (UK), F.C.P.S. (Psychiatry)",Year 15,32,3000
Assist. Prof. Dr. Noman Ahmed,Psychiatrist,"M.B.B.S., F.C.P.S.",Year 15,32,3000
Dr. Ayesha Siddiqa Butt,Psychiatrist,"MBBS, FCPS (Psychiatry), MRCPsych (UK)",Year 9,40,3000
Dr. Regina Mahmood,Psychiatrist,"MCPS (Psychiatry), MBBS",Year 9,40,3000
Dr. Imran Sharif,Psychiatrist,"M.B.B.S., F.C.P.S.",Year 6,40,3000
Dr. Shafqat Huma,Psychiatrist,"M.B.B.S, F.C.P.S",Year 6,271,3000
Dr. Sheheryar Jovindah,Psychiatrist,"MBBS, CCT CAP (UK), MRCP Psych (UK), DPM (Ireland), DCP (Ireland), FC Family Therapy (UK)",Year 15,271,3500
Assist. Prof. Dr. Ayaz M. Khan,Psychiatrist,"M.B.B.S., F.C.P.S.",Year 15,271,3500
Dr. Tahir Iqbal,Psychiatrist,"MBBS, MD (Psychiatry), MRC Psych",Year 10,81,3500
Dr Sania Mumtaz Tahir,Psychiatrist,"MBBS, FCPS (Psychiatry)",Year 10,81,3500
Dr. Naeem Aftab,Psychiatrist,"MBBS, Diplomate American Board of Psychiatry & Neurology",Year 29,81,3000
Dr. Rubina Aslam,Psychiatrist,"MBBS, FCPS (psych)",Year 29,11,3000
Prof. Dr. Imran Ijaz Haider,Psychiatrist,"MBBS, FRCPsych (UK), MRCPsych (UK), DPM (Ireland)",Year 9,11,1500
Dr. Muhammad Mujtaba,Psychiatrist,"MBBS, FCPS, MSc (Biological Psychiatry), Dip in Mental Health Policies & Services",Year 9,11,1500
Mr. Muhammad Zubair Bhatti,Psychiatrist,,Year 7,94,2000
Dr. Muhammad Saleem Akhter,Psychiatrist,,Year 7,94,2000
Dr. Shahid Riaz Khan,Psychiatrist,,Year 5,94,1500
Dr. Shahida Malik,Psychiatrist,,Year 5,833,1500
Prof Dr. Ijaz Haider,Psychiatrist,"M. B. B. S. (Punjab), D. P. M (England), M.R.C. PSYCH. (London), F. R. C. PSYCH (London) Ph. D.",Year 10,833,4000
Ms. Fouzia Khan,Psychiatrist,MBBS,Year 10,833,4000
Dr. Osama Habib,Psychiatrist,"MBBS, MRC (Psychiatry)",Year 15,944,4000
Dr. Muhammad Ayub,Psychiatrist,,Year 15,944,4000
Dr. Usman Amin Hotiana,Psychiatrist,"MBBS, FCPS (Psychiatry)",Year 40,944,4000
Dr. Altaf Qadir Khan,Psychiatrist,"MBBS, FCPS, Dip (Psychiatry)",Year 40,738,4000
Dr. Syed Imtiaz Akhtar,Psychiatrist,"MBBS, FCPS",Year 4,738,3000
Assoc. Prof. Dr. Nazish Imran,Psychiatrist,"MBBS, FRCPsych (London), MRCPsych (London), MHPE",Year 4,738,3000
Dr. Sadaf Rashid,Psychiatrist,"MBBS, MRCPsych (London)",Year 25,148,4000
Dr. Khalid Hayat Khan,Psychiatrist,"MBBS, MCPS, FCPS",Year 25,148,4000
Prof. Dr. Abdul Shakoor,Psychiatrist,"MBBS, FCPS, MCPS",Year 15,148,4000
Dr. Muhammad Faheem Ashraf Khan,Psychiatrist,"MBBS, FCPS",Year 15,7,4000
Dr. Nabeel Ibad,Psychiatrist,"MBBS, FCPS",Year 15,7,4000
Dr. Qambar Murtaza Bokhari,Psychiatrist,"MBBS, FCPS, MCPS",Year 15,7,4000
Dr. Nasreen Iqbal,Psychiatrist,"MBBS, M.Phil",Year 25,10,1500
Dr. Fayyaz Herl,Psychiatrist,"MBBS, FCPS (Psychiatry)",Year 25,10,1500
Dr. Saqib Bajoh,Psychiatrist,"MBBS, FCPS",Year 24,10,1500
Dr. Ali Madih Hashmi,Psychiatrist,"MBBS, MD",Year 24,42,1500
Dr. Khalid Mehmood,Psychiatrist,"MBBS, Dip in Psych.",Year 15,42,1500
Dr. Usama Sabzwari,Psychiatrist,MBBS,Year 15,42,1500
Dr. Muhammad Ashar Waheed,Psychiatrist,"MBBS, FCPS",Year 5,166,3500
Dr. Faisal Manzoor,Psychiatrist,"MBBS, FCPS",Year 5,166,3500
Dr. Yousaf Shehzad,Psychiatrist,"MBBS, MD",Year 36,166,4000
Dr. Khaula Tariq,Psychiatrist,"MBBS, MD, MCPS",Year 36,8,4000
Dr. Asif Raza Malik,Psychiatrist,MBBS,Year 8,8,4000
Dr. Ghulam Mustafa,Psychiatrist,"MBBS, Dip in Pshychiatrist",Year 8,8,4000
Dr. S.Kamran Haider,Psychiatrist,"MBBS, Dip in Psy.",Year 14,201,2500
Dr. Shakoor Ahmed,Psychiatrist,"MBBS, DMP, RCP",Year 14,201,2500
Dr. Tallat Qamar,Psychiatrist,"MBBS, MCPS",Year 15,201,5000
Dr. Ahsan Ul Haq Chishti,Psychiatrist,"M.B.B.S (K.E), D.P.P (UK), IFAPA (USA)",Year 15,652,5000
Dr. Maqbool Ahmad Khan,Psychiatrist,"MBBS, Dip. Psychiatry",Year 7,652,3500
Dr. S. Aisha Zaheer,Psychiatrist,M.B.B.S,Year 7,652,3500
