Doc_names,Specializations,Qualifications,Experiences,Reviews,Fees
Dr. Saima Khan,"Dermatologist, Laser Specialist, Cosmetologist","MBBS, Diploma in Dermatology",Year 25,16,2500
Dr. Koukab Gulzar,"Dermatologist, Cosmetologist","MBBS, FCPS (Dermatology)",Year 11,16,2500
Dr. Huma Afzal Shaikh,Dermatologist,"M.B.B.S., F.C.P.S. (Dermatology)",Year 11,16,2500
Dr. Zainab Jalil,"Dermatologist, Cosmetologist","MBBS, MCPS (Dermatology)",Year 12,1170,4000
Dr. Bushra Hashmat Ullah Khan,"Dermatologist, Cosmetologist","MBBS, MCPS (Dermatologist), CMT",Year 12,1170,4000
Dr. Amna Malik,"Dermatologist, Cosmetologist","M.B.B.S., M.C.P.S. (Dermatology)",Year 16,1170,4000
Dr. Farida Ahmad,"Dermatologist, Cosmetologist","Diploma in Dermatology, M.B.B.S.",Year 16,20,4000
Dr. Yusra Shabbir Khokhar,"Dermatologist, Cosmetologist","M.B.B.S, M.C.P.S (Dermatology)",Year 16,20,1500
Dr. Sumbleen Majid Ali,"Dermatologist, Family Physician, Cosmetologist","MBBS, MCPS (Dermatology), MCPS (Family Medicine)",Year 16,20,1500
Dr. Sabeen Mansoor,"Dermatologist, Cosmetologist","M.B.B.S, M.C.P.S (Dermatology)",Year 10,858,2000
Dr. Danish Malik,Dermatologist,"MBBS, MCPS (Dermatology)",Year 10,858,2000
Dr. Mawra Siddiqui,"Dermatologist, Cosmetologist","MBBS, FCPS Dermatology",Year 27,858,2000
Dr. Shazia Yousaf,"Dermatologist, Cosmetologist","MBBS, MCPS (Dermatology)",Year 27,2233,2000
Dr. Maryiam Ahmad,"Dermatologist, Cosmetologist","M.B.B.S, F.C.P.S.",Year 35,2233,2000
Dr. Fiza Ali,"Dermatologist, Aesthetic Physician, Laser Specialist","M.B.B.S, M.C.P.S (Dermatology), Certified Aesthetic Medicine and Surgery (AAMS), Certified in Hair transplant (RAHR)",Year 35,2233,2000
Dr. Fauzia Arshad,"Dermatologist, Cosmetologist","M.B.B.S, M.C.P.S (Dermatology)",Year 12,69,2500
Dr. Atifa Asmat,Dermatologist,"MBBS, FCPS (Dermatology)",Year 12,69,2500
Dr. Beenish Maryam,"Dermatologist, Cosmetologist","M.B.B.S, F.C.P.S (Dermatology)",Year 21,69,2500
Dr. Munazza Zahoor,"Dermatologist, Cosmetologist","M.B.B.S, M.C.P.S (Derma)",Year 21,5067,2500
Dr. Sidrah Kiani,"Dermatologist, Cosmetologist","M.B.B.S, F.C.P.S. (Dermatology)",Year 18,5067,1800
Dr. Fatima Sajid,"Dermatologist, Cosmetologist","MBBS, FCPS (Dermatology)",Year 18,5067,1800
Assist. Prof. Dr. Mahwish Ahmed,"Dermatologist, Cosmetologist","M.B.B.S, F.C.P.S. (Dermatology)",Year 4,1199,4000
Dr. Annum Shehzadi,"Dermatologist, Cosmetologist","M.B.B.S, F.C.P.S",Year 4,1199,4000
Dr. Nousheen Rizwan,"Dermatologist, Cosmetologist","MBBS, Diploma in Dermotology (Glasgow)",Year 28,1199,4800
Dr. Jawaria Shahab,"Dermatologist, Cosmetologist","F.C.P.S. (Dermatology), SCE (dermatology), MRCP UK, M.B.B.S.",Year 28,1330,4800
Dr. Mohammad Riaz Khan,"Dermatologist, Cosmetologist","MBBS, MCPS (Dermatology), MD (Dermatology)",Year 8,1330,2500
Dr. Areeba Jabbar,"Dermatologist, Cosmetologist","MBBS, MD (Dermatology)",Year 8,1330,2500
Dr. Shafiq Ur Rehman Farooqui,"Dermatologist, Cosmetologist","F.C.P.S. (Dermatology), M.B.B.S.",Year 33,179,2000
Dr. Safia Habib,"Dermatologist, Cosmetologist","M.B.B.S, M.C.P.S (Dermatology)",Year 33,179,2000
Dr. Shanza Obaid Niazi,"Dermatologist, Cosmetologist","M.B.B.S., F.C.P.S. (Dermatology)",Year 7,179,1500
Dr. Urooj Salman,"Dermatologist, Cosmetologist","M.B.B.S., M.C.P.S.",Year 7,1067,1500
Dr. Kiren Shaheryar,Dermatologist,"MBBS, FCPS (Dermatology), MCPS (Medicine)",Year 10,1067,2500
Dr. Shahid Raza Kazmi,Dermatologist,"MBBS, Diploma in Dermatology",Year 10,1067,2500
Dr. Andaleeb Khan,"Dermatologist, Cosmetologist","MBBS, MCPS (Dermatology)",Year 20,63,2000
Brig. (R) Prof. Dr. Naveed Malik,"Dermatologist, Cosmetologist","MBBS, FCPS (Dermatology)",Year 20,63,2000
Dr. Nabeela Ibrar,Dermatologist,"MBBS, Dip. Derm(Pak)",Year 4,63,2000
Dr. Khalid Aslam,"Dermatologist, Cosmetologist","MBBS, Diploma in Dermatology",Year 4,81,2000
Dr. Nigar Kunwal,"Dermatologist, Laser Specialist, Cosmetologist","MBBS, D-Derm , MRCP (Derma)",Year 5,81,1500
Dr. Muneeza Hasan,"Dermatologist, Cosmetologist","M.B.B.S, Australian Dermatology Diploma (ADD)",Year 5,81,1500
Dr. Muhammad Mushtaq,"Dermatologist, Aesthetic Physician, Cosmetologist, Hair Transplant Surgeon","M.C.P.S, MBBS, Professional Diploma in Dermatology",Year 11,16,2000
Dr. Tahira Shahid,"Dermatologist, Laser Specialist, Cosmetologist","MBBS, MSc, PGD in Dermatology",Year 11,16,2000
Dr. Sheikh Mustanser Siab,"Dermatologist, Cosmetologist","M.B.B.S., F.C.P.S.",Year 15,16,2000
Dr. Saba Ahsun,"Cosmetologist, Dermatologist","M.B.B.S, M.C.P.S. (Dermatology), PG Cert Aesthetic Medicine (QMUL, UK)",Year 15,894,2000
Dr. S.K Niazi,"Dermatologist, Cosmetologist","M.B.B.S (DOW), D.Derm (Thailand)",Year 15,894,1500
Dr. Shanze Khan,Dermatologist,"MBBS, FCPS (Dermatology)",Year 15,894,1500
Dr. Amera Rahman Mudassir,"Dermatologist, Aesthetic Physician, Cosmetologist","M.B.B.S, MS (Dermatology) (UK), Dip. In Aesthetic Medicine (USA)",Year 23,124,1000
Dr. Afshan Sagheer,"Dermatologist, Cosmetologist","M.B.B.S, F.C.P.S (Dermatology)",Year 23,124,1000
Dr. Sahira Gull,Dermatologist,"MBBS, FCPS",Year 10,124,2000
Dr. Anam Tahir,"Dermatologist, Cosmetologist","MBBS, FCPS Dermatology",Year 10,198,2000
Dr. Shamim Kousar,"Dermatologist, Cosmetologist","MBBS, MCPS (Dermatology)",Year 10,198,3000
Dr. Nadia Ghazanfar,Dermatologist,"MBBS, FCPS (Dermatology)",Year 10,198,3000
Dr. Ammarah Hassan,"Dermatologist, Laser Specialist, Cosmetologist","M.B.B.S., M.C.P.S",Year 8,104,1200
Dr. Sumaira Abdullah,"Dermatologist, Cosmetologist","MBBS, MCPS (Dermatology), MD (Dermatology)",Year 8,104,1200
Dr. Shawana Sharif,"Dermatologist, Cosmetologist","M.B.B.S., F.C.P.S.",Year 10,104,3000
Dr. Farmania Zia,Dermatologist,"MBBS, Diploma in Practical Dermatology, Diplomate of American Academy of Aesthetic Medicine (AAAM)",Year 10,149,3000
Dr. Jahangir Mati,Dermatologist,"M.B.B.S., F.C.P.S. (I), PG Diploma in Dermatology",Year 5,149,3000
Dr. Atif Hafeez Raja,Dermatologist,"MBBS, MSC, Dip In Derm",Year 5,149,3000
Dr. Uzma Waqar,"Dermatologist, Cosmetologist","M.B.B.S, Diploma in Clinical Dermatology London (UK), PLAB, Post Graduate training in Internal Medicine, Full Registration with GMC, UK",Year 15,72,4000
Maj. (R) Dr. Ali Riaz,"Dermatologist, Cosmetologist","M.B.B.S.	, F.C.P.S. (Dermatology)",Year 15,72,4000
Dr. Muhammad Amjad Khan,Dermatologist,"MBBS, FRCPCH, FRCP (Edin), FRCP (Glasgow), M.Sc Derm (UK), CCT UK",Year 8,72,2500
Dr. Nadia Arshad,"Dermatologist, Laser Specialist, Cosmetologist","MBBS, Diplomate Dermatology (UK),  MSc in Clinical Dermatology (UK)",Year 8,36,2500
Dr. Waqar Maqsood,"Dermatologist, Hair Transplant Surgeon","M.B.B.S, Diploma in Clinical Dermatology and Dermatosurgery, Diploma in Aesthetic surgery in Hair Transplant",Year 18,36,2000
Dr. Huma Afzal,"Dermatologist, Cosmetologist","M.B.B.S, F.C.P.S (Dermatology)",Year 18,36,2000
Dr. Shanaz Muazzam,"Dermatologist, Cosmetologist","MBBS, MCPS (Dermatology)",Year 12,9,2000
Dr. Urooj Mirza,"Dermatologist, Cosmetologist","M.B.B.S., FCPS (Dermatology)",Year 12,9,2000
Dr. Muhammad Erfan,"Dermatologist, Cosmetologist","M.B.B.S., F.C.P.S., M.R.C.P",Year 13,9,1000
Dr. Naimatullah,"Dermatologist, Cosmetologist","M.B.B.S, M.C.P.S. (Dermatology)",Year 13,247,1000
Dr. Robina Qureshi,"Dermatologist, Cosmetologist","MBBS (AIMC), MSc Clinical Dermatology (University of London)",Year 14,247,1500
Dr. Dur e Shehwar Sikandar,"Aesthetic Physician, Dermatologist","MBBS, MCPS (Dermatology), MD (T. PIMS), AAAM (USA)",Year 14,247,1500
Dr. Adil Hamayun,"Dermatologist, Aesthetic Physician, Hair Transplant Surgeon","M.B.B.S, Dip. In Dermatology & Dermatosurgery (Japan and Thailand)",Year 17,82,1500
Dr. Mariam Malik,"Dermatologist, Aesthetic Physician, Cosmetologist","MBBS, Dip in Dermatology (Canada)",Year 17,82,1500
Dr. Sarah Naeem,"Dermatologist, Cosmetologist","MBBS (Pb), MSc Clinical Dermatology (UK)",Year 18,82,1500
Dr. Muhammad Saleem,"Dermatologist, Cosmetologist","MSc-Dermatology , Fellowship In Anti-Aging And Regenerative Medicine , Diplomate In Aesthetic Medicine , Diplomate In Dermatology , M.B.B.S., MRCGP",Year 18,44,1500
Dr.  Mahwish Hayee Shahid,"Dermatologist, Laser Specialist, Cosmetologist","MBBS, GMC (UK), MSc. Health (King College London-UK), Diploma in Clinical Lasers and IPL(UK), Certified Training in Dermatology BAD/NHS(UK)",Year 7,44,1500
Dr. Khursheed Azami,Dermatologist,"MBBS, MCPS (Dermatology)",Year 7,44,1500
Dr. Maria Syed,"Dermatologist, Laser Specialist, Cosmetologist","M.B.B.S, F.C.P.S (Dermatology)",Year 4,426,2500
Dr. Shahana Jan Durrani,"Dermatologist, Laser Specialist, Cosmetologist","M.B.B.S., PG Dip. Cosmetic  Medicine (UK),  Diplomat of the American Academy of Aesthetic Medicine (AAAM), MSc in Clinical Dermatology",Year 4,426,2500
Dr. Abida Sardar,"Dermatologist, Aesthetic Medicine Specialist","MBBS, MCPS",Year 18,426,2000
Dr. Zeeshan Perwaiz,"Dermatologist, Laser Specialist, Cosmetologist","MBBS, MCPS, MPH, Dip. in Dermatology",Year 18,72,2000
Dr. Maimoona Mumtaz,"Dermatologist, Cosmetologist","MBBS, MCPS (Dermatology)",Year 11,72,2000
Dr. Amna Ali,"Dermatologist, Cosmetologist","MBBS, MCPS (Dermatology)",Year 11,72,2000
Dr. Hina Zahoor,"Dermatologist, Cosmetologist","MBBS, FCPS (Dermatology), MRCP (SCE) Dermatology, MHPE (Masters in Health Professions Education)",Year 22,445,1000
Dr. Shamsa Kanwal,"Dermatologist, Cosmetologist","MBBS, FCPS (Dermatology)",Year 22,445,1000
Maj (R) Dr. Afsheen Bilal,Dermatologist,"MBBS (Gold Medalist), Dip in Derm (AFPGMI), FCPS (Dermatology)",Year 30,445,1500
Dr. Noreen Sarfraz,"Dermatologist, Cosmetologist","MBBS, MCPS (Dermatology), Dip Derm In Aesthetic and Cosmetic Medicine",Year 30,27,1500
Dr. Sarosh Mumtaz,"Dermatologist, Cosmetologist","MBBS, FCPS",Year 9,27,2000
Dr. Syed Afaq Ahmad,"Dermatologist, Cosmetologist","M.B.B.S, Diploma Dermatology (Bangkok ,Thailand), FCPS (Dermatology)",Year 9,27,2000
Dr. Midhat Fatima,Dermatologist,"MBBS, FCPS (Dermatology)",Year 15,112,1500
Dr. Rahat Ullah Khattak,"Dermatologist, Cosmetologist","MBBS, FCPS (Dermatology), LRCP, MRCS, Dip in Venereology, Dip in Dermatological Science",Year 15,112,1500
Dr. Rabeea Naveed,"Dermatologist, Cosmetologist","M.B.B.S, M.C.P.S (Dermatology)",Year 16,112,3000
Dr. Yasir Qureshi,Dermatologist,"MBBS, Dip in Derm",Year 16,83,3000
Dr. Fauzima Anwar,Dermatologist,"MBBS, Dip in Derm",Year 26,83,1000
Dr. Maqsood Anwar,Dermatologist,"MBBS, Dip. In Dermatology",Year 26,83,1000
Dr. Sana Aftab,Dermatologist,MBBS,Year 5,251,1500
Dr. Azeem Alam Khan,"Dermatologist, Cosmetologist","M.B.B.S, M.Sc. Clinical Dermatology (London), Dip-GUM (UK), FACP (USA)",Year 5,251,1500
Prof. Dr. Ikram Ullah Khan,"Dermatologist, Cosmetologist","MBBS, MRCP (UK), FRCP (Edin)",Year 11,251,1500
Dr. Riaz A. Sheikh,Dermatologist,"MBBS (Pb), DDV (Vienna), FRSH (UK)",Year 11,198,1500
Dr. Samina Sohail,Dermatologist,MBBS,Year 7,198,1500
Dr. Aamna Batool Khan,"Plastic Surgeon, Cosmetic Surgeon, Dermatologist","MBBS,MCPS,FCPS (DERMATOLOGY)",Year 7,198,1500
Dr. Rushqia Mukhtar,"Dermatologist, Cosmetologist","MBBS,FCPS",Year 8,15,1500
Dr. Ambreen Qadeer,Dermatologist,"MBBS, FCPS, MCPS",Year 8,15,1500
Dr. Asif Kamal,Dermatologist,"MBBS, FCPS, MRCP (UK)",Year 22,15,1500
Dr. Neelam Ayub,Dermatologist,"MBBS, FCPS",Year 22,22,1500
Dr. Agha Hassan Feroze,Dermatologist,MBBS,Year 10,22,2000
Dr. Nighat Akbar,Dermatologist,"MBBS, MRCP (UK)",Year 10,22,2000
Dr. Saleem Raza,Dermatologist,"MBBS, Dip. in Derm.",Year 8,120,2000
Dr. Ghazanfar Ali,"Dermatologist, Cosmetologist","MRCP Dermatology, MRCP Medicine, MRCGP",Year 8,120,2000
Dr. Muhammad Mobeen Khan,"Dermatologist, Cosmetologist","MBBS, MCPS, MAMS",Year 10,120,3500
Dr. M. Irfan,Dermatologist,MBBS,Year 10,63,3500
Dr. Khurshid Ahmed Bazmi,"Dermatologist, Cosmetologist","Dip in Dermatology, MBBS, MRCP",Year 11,63,3000
Dr. Fazeela Abbasi,"Dermatologist, Laser Specialist, Cosmetologist, Aesthetic Medicine Specialist","MBBS, FCPS (Derma), MD (Aesthetic Medicine)",Year 11,63,3000
Dr. Muhammad Tariq Khan,"Dermatologist, Cosmetologist","M.B.B.S., Diploma In Dermatology",Year 9,61,2000
